YAL016W	TPD3	tRNA Processing Deficient	10.6	hr	0.09	0.18	0.13	41.8	0.5	635	111.12	0.07	70873.7
YAL017W	PSK1	Pas domain-containing Serine/threonine protein Kinase	12.4	hr	-0.47	0.13	0.0	43.04	0.43	1356	82.2	0.07	152294.2
YAL019W	FUN30	Function Unknown Now	7.3	hr	-0.77	0.16	0.08	45.48	0.48	1131	73.33	0.07	128470.9
YAL021C	CCR4	Carbon Catabolite Repression	10.6	hr	-0.56	0.14	0.13	44.07	0.5	837	72.9	0.09	94662.8
YAL022C	FUN26	Function Unknown Now	7.1	hr	0.26	0.12	0.11	36.15	0.5	517	95.8	0.12	58298.6
YAL023C	PMT2	Protein O-MannosylTransferase	8.4	hr	-0.05	0.24	0.35	38.19	0.62	759	79.18	0.15	86871.5
YAL024C	LTE1	Low Temperature Essential	6.8	hr	-0.6	0.12	-0.03	52.9	0.42	1435	79.9	0.07	163134.9
YAL025C	MAK16	MAintenance of Killer	5.8	hr	-1.18	0.22	0.23	58.93	0.57	306	53.32	0.07	35680.9
YAL026C	DRS2	Deficiency of Ribosomal Subunits	9.1	hr	-0.21	0.19	0.15	36.1	0.52	1355	85.51	0.11	153727.8
YAL029C	MYO4	MYOsin	9.2	hr	-0.33	0.15	0.09	41.67	0.49	1471	89.22	0.1	169346.1
YAL030W	SNC1	Suppressor of the Null allele of CAP	8.3	hr	-0.22	0.13	0.08	52.64	0.49	117	91.21	0.05	13202.5
YAL031C	GIP4	Glc7 Interacting Protein	8.1	hr	-0.46	0.12	0.05	55.82	0.45	760	84.99	0.07	86677.1
YAL032C	PRP45	Pre-mRNA Processing	4.8	hr	-0.83	0.14	0.14	39.95	0.51	379	67.79	0.06	42490.4
YAL033W	POP5	Processing Of Precursor RNAs	5.9	hr	-0.24	0.09	-0.03	48.9	0.42	173	98.81	0.05	19574.8
YAL034W-A	MTW1	Mis TWelve-like	6.7	hr	-0.53	0.11	-0.07	34.43	0.39	289	98.46	0.05	33235.5
YAL035W	FUN12	Function Unknown Now	9.5	hr	-0.74	0.35	0.46	48.79	0.69	1002	77.01	0.04	112251.6
YAL036C	RBG1	RiBosome interacting Gtpase	6.3	hr	-0.13	0.24	0.29	36.06	0.6	369	101.1	0.06	40704.5
YAL038W	CDC19	Cell Division Cycle	11.7	hr	-0.15	0.89	0.93	23.07	0.96	500	89.15	0.06	54546.3
YAL039C	CYC3	CYtochrome C	12.1	hr	-0.65	0.11	0.11	61.33	0.47	269	54.55	0.08	30071.2
YAL041W	CDC24	Cell Division Cycle	7.4	hr	-0.48	0.13	0.04	50.46	0.45	854	79.55	0.08	96946.8
YAL042W	ERV46	ER Vesicle	7.5	hr	-0.4	0.12	0.1	33.3	0.48	415	72.98	0.09	46230.7
YAL043C	PTA1	Pre-Trna Accumulation	9.3	hr	-0.36	0.13	0.14	50.46	0.5	785	89.58	0.07	88464.8
YAL044C	GCV3	GlyCine cleaVage	7.1	hr	-0.44	0.16	0.18	45.4	0.53	170	78.44	0.07	18782.1
YAL044W-A	BOL1	BolA-like protein	3.6	hr	-0.62	0.14	0.11	46.78	0.49	110	62.3	0.09	12543.7
YAL046C	BOL3	BolA-like protein	4.7	hr	-0.43	0.11	0.13	59.2	0.49	118	80.54	0.05	13364.9
YAL047C	SPC72	Spindle Pole Component	5.3	hr	-0.79	0.14	0.05	54.73	0.46	622	88.07	0.05	72073.2
YAL049C	AIM2	Altered Inheritance rate of Mitochondria	6.4	hr	-0.08	0.17	0.1	37.01	0.5	246	83.27	0.11	27083.1
YAL051W	OAF1	Oleate-Activated transcription Factor	1.4	hr	-0.28	0.14	0.05	44.19	0.46	1047	84.98	0.09	118886.4
YAL053W	FLC2	FLavin Carrier	6.5	hr	0.22	0.17	0.19	28.36	0.54	783	94.44	0.13	87472.3
YAL055W	PEX22	PEroXisome related	9.4	hr	-0.3	0.09	-0.14	45.92	0.36	180	80.35	0.07	19880.1
YAL058W	CNE1	CalNExin and calreticulin homolog	7.2	hr	-0.34	0.11	0.02	31.46	0.44	502	84.02	0.09	56948.3
YAL059W	ECM1	ExtraCellular Mutant	6.5	hr	-0.81	0.17	0.18	34.68	0.54	212	77.35	0.04	23902.6
YAL060W	BDH1	Butanediol DeHydrogenase	6.6	hr	-0.06	0.23	0.28	35.99	0.59	382	87.38	0.07	41574.4
YAR002C-A	ERP1	Emp24p/Erv25p Related Protein	9.6	hr	-0.13	0.33	0.37	31.96	0.65	219	88.95	0.1	24723.7
YAR002W	NUP60	NUclear Pore	7.6	hr	-0.83	0.14	0.05	58.71	0.46	539	55.78	0.07	59053.1
YAR007C	RFA1	Replication Factor A	9.1	hr	-0.56	0.21	0.2	28.43	0.55	621	73.26	0.1	70341.5
YAR008W	SEN34	Splicing ENdonuclease	17.4	hr	-0.28	0.12	0.01	36.57	0.43	275	95.02	0.09	31313.3
YAR014C	BUD14	BUD site selection	5.5	hr	-1.04	0.12	-0.07	56.55	0.4	709	54.89	0.06	78899.8
YAR015W	ADE1	ADEnine requiring	8.2	hr	-0.4	0.23	0.32	34.74	0.61	306	86.41	0.09	34597.6
YAR018C	KIN3	protein KINase	5.5	hr	-0.67	0.14	0.07	49.64	0.47	435	74.44	0.11	51209.0
YAR019C	CDC15	Cell Division Cycle	15.3	hr	-0.11	0.14	0.07	45.26	0.48	974	94.5	0.1	110245.7
YAR027W	UIP3	Ulp1 Interacting Protein	1.5	hr	0.09	0.13	-0.01	32.13	0.44	235	99.65	0.12	27110.7
YAR028W	""	""	2.4	hr	0.01	0.12	0.01	41.6	0.45	234	85.36	0.11	26449.6
YAR031W	PRM9	Pheromone-Regulated Membrane protein	2.0	hr	-0.33	0.11	-0.07	43.53	0.4	298	69.4	0.16	35075.4
YAR042W	SWH1	""	11.5	hr	-0.76	0.18	0.17	41.32	0.53	1188	70.87	0.08	135055.8
YBL004W	UTP20	U Three Protein	6.2	hr	-0.17	0.15	0.06	42.52	0.47	2493	96.85	0.1	287550.5
YBL006C	LDB7	Low Dye Binding	7.0	hr	-0.44	0.06	-0.17	57.4	0.32	180	75.11	0.06	19797.7
YBL007C	SLA1	Synthetic Lethal with ABP1	10.1	hr	-0.65	0.19	0.21	49.72	0.54	1244	58.72	0.07	135835.7
YBL008W	HIR1	HIstone Regulation	8.6	hr	-0.38	0.13	0.0	42.38	0.43	840	86.9	0.07	93855.8
YBL010C	""	""	10.1	hr	-0.86	0.12	-0.01	56.57	0.43	280	73.85	0.07	32625.7
YBL011W	SCT1	Suppressor of Choline-Transport mutants	7.6	hr	-0.3	0.17	0.17	54.23	0.53	759	82.72	0.09	85693.2
YBL013W	FMT1	Formyl-Methionyl-tRNA Transformylase	28.6	hr	-0.24	0.08	-0.01	36.05	0.41	401	88.01	0.06	44635.5
YBL015W	ACH1	Acetyl CoA Hydrolase	9.5	hr	-0.36	0.22	0.33	33.86	0.62	526	81.34	0.08	58705.5
YBL016W	FUS3	cell FUSion	4.4	hr	-0.29	0.11	0.07	44.34	0.47	353	86.59	0.1	40770.5
YBL017C	PEP1	carboxyPEPtidase Y-deficient	8.8	hr	-0.48	0.16	0.06	35.1	0.47	1579	66.82	0.11	177695.5
YBL018C	POP8	Processing Of Precursor RNAs	4.7	hr	-0.47	0.17	0.1	34.8	0.49	133	76.9	0.11	15503.5
YBL022C	PIM1	Proteolysis In Mitochondria	8.7	hr	-0.58	0.19	0.18	40.75	0.54	1133	77.85	0.06	127085.0
YBL023C	MCM2	MiniChromosome Maintenance	12.1	hr	-0.64	0.17	0.15	52.94	0.52	868	78.13	0.06	98740.6
YBL024W	NCL1	NuCLear protein	9.9	hr	-0.58	0.27	0.29	40.2	0.6	684	73.2	0.08	77878.6
YBL025W	RRN10	Regulation of RNA polymerase I	4.3	hr	-0.31	0.1	-0.09	44.07	0.41	145	92.17	0.08	16496.8
YBL026W	LSM2	Like SM	9.4	hr	-0.29	0.17	0.15	42.71	0.52	95	89.64	0.09	11164.0
YBL028C	""	""	2.4	hr	-1.37	0.26	0.2	37.28	0.55	106	52.37	0.05	12416.6
YBL029C-A	""	""	10.4	hr	-0.52	0.12	0.05	56.13	0.47	94	62.89	0.14	11164.0
YBL030C	PET9	PETite	6.8	hr	0.09	0.54	0.67	25.94	0.8	318	84.76	0.11	34446.7
YBL031W	SHE1	Sensitivity to High Expression	2.4	hr	-1.0	0.13	0.08	52.23	0.47	338	57.31	0.05	38042.3
YBL032W	HEK2	HEterogeneous nuclear rnp K-like gene	12.0	hr	-0.4	0.19	0.25	45.61	0.58	381	88.23	0.05	41676.4
YBL033C	RIB1	RIBoflavin biosynthesis	6.5	hr	-0.6	0.11	0.06	31.31	0.46	345	78.66	0.06	38325.5
YBL034C	STU1	Suppressor of TUbulin	9.2	hr	-0.44	0.15	0.04	43.72	0.46	1513	83.11	0.09	174160.9
YBL035C	POL12	POLymerase	7.2	hr	-0.44	0.14	0.08	43.53	0.47	705	80.04	0.08	78771.9
YBL036C	""	""	6.3	hr	-0.45	0.24	0.2	26.65	0.56	257	85.11	0.07	29120.5
YBL037W	APL3	clathrin Adaptor Protein complex Large chain	8.4	hr	-0.09	0.14	0.06	39.66	0.47	1025	100.78	0.08	115024.8
YBL038W	MRPL16	Mitochondrial Ribosomal Protein, Large subunit	30.4	hr	-0.62	0.15	0.16	30.28	0.51	232	71.31	0.09	26545.5
YBL039C	URA7	URAcil requiring	9.5	hr	-0.24	0.31	0.38	34.76	0.65	579	88.54	0.07	64693.8
YBL041W	PRE7	PRoteinase yscE	10.6	hr	-0.44	0.17	0.12	29.08	0.51	241	73.07	0.11	26866.3
YBL042C	FUI1	5-FlUorourIdine resistance	1.7	hr	0.19	0.17	0.18	30.2	0.54	639	90.87	0.15	72166.6
YBL045C	COR1	CORe protein of QH2 cytochrome c reductase	8.9	hr	-0.23	0.29	0.41	30.7	0.66	457	89.28	0.08	50227.3
YBL046W	PSY4	Platinum SensitivitY	6.9	hr	-1.04	0.13	-0.09	47.69	0.39	441	57.43	0.07	50596.3
YBL047C	EDE1	EH Domains and Endocytosis	11.5	hr	-0.68	0.2	0.19	47.89	0.54	1381	68.84	0.05	150701.5
YBL050W	SEC17	SECretory	11.5	hr	-0.51	0.16	0.03	29.81	0.45	292	73.61	0.1	32792.1
YBL051C	PIN4	Psi+ INducibility	7.4	hr	-0.8	0.19	0.2	53.69	0.54	668	69.4	0.06	73765.8
YBL054W	TOD6	Twin Of Dot6p	3.3	hr	-0.94	0.14	0.08	55.18	0.47	525	60.26	0.06	59239.9
YBL055C	""	""	7.9	hr	-0.34	0.12	0.01	36.86	0.43	418	78.69	0.1	47386.4
YBL056W	PTC3	Phosphatase Two C	9.3	hr	-0.4	0.17	0.08	39.51	0.48	468	77.76	0.06	51289.4
YBL057C	PTH2	Peptidyl-Trna Hydrolase	10.6	hr	-0.26	0.13	0.07	40.16	0.47	208	79.49	0.05	22429.6
YBL058W	SHP1	Suppressor of High-copy PP1	9.3	hr	-0.96	0.14	0.09	41.68	0.47	423	53.12	0.08	46968.7
YBL059C-A	CMC2	Cx9C Motif-Containing protein	2.0	hr	-1.15	0.23	0.21	76.17	0.57	109	63.91	0.07	12949.9
YBL061C	SKT5	""	5.4	hr	-0.68	0.11	-0.03	40.81	0.4	696	66.06	0.08	77085.6
YBL064C	PRX1	PeroxiRedoXin	10.2	hr	-0.29	0.21	0.21	37.0	0.56	261	79.91	0.1	29501.1
YBL066C	SEF1	Suppressor of Essential Function	9.8	hr	-0.52	0.14	0.08	44.79	0.47	1148	73.29	0.07	127993.3
YBL067C	UBP13	UBiquitin-specific Protease	9.7	hr	-0.71	0.14	0.03	46.42	0.45	747	67.35	0.08	83845.7
YBL068W	PRS4	PhosphoRibosylpyrophosphate Synthetase	10.1	hr	-0.06	0.2	0.15	34.05	0.53	326	100.87	0.05	35714.4
YBL074C	AAR2	A1-Alpha2 Repression	8.9	hr	-0.64	0.14	0.01	33.21	0.45	355	66.05	0.13	41666.0
YBL075C	SSA3	Stress-Seventy subfamily A	11.0	hr	-0.49	0.18	0.14	29.57	0.52	649	75.03	0.06	70527.4
YBL076C	ILS1	IsoLeucine-tRNA Synthetase	10.8	hr	-0.34	0.34	0.38	34.8	0.65	1072	82.45	0.11	122966.3
YBL078C	ATG8	AuTophaGy related	5.4	hr	-0.48	0.15	0.11	38.85	0.51	117	70.74	0.12	13630.9
YBL079W	NUP170	NUclear Pore	10.5	hr	-0.19	0.15	0.08	41.82	0.48	1502	89.27	0.1	169454.3
YBL080C	PET112	PETite colonies	6.9	hr	-0.4	0.13	0.07	41.06	0.47	541	89.16	0.09	61869.4
YBL081W	""	""	2.5	hr	-0.96	0.17	0.23	62.44	0.55	368	47.02	0.09	40769.4
YBL082C	ALG3	Asparagine Linked Glycosylation	8.1	hr	0.43	0.11	0.11	42.24	0.47	458	106.84	0.13	52872.5
YBL085W	BOI1	Bem1 (One) Interacting protein	5.6	hr	-0.89	0.13	0.04	58.98	0.45	980	56.72	0.07	109313.7
YBL086C	""	""	4.3	hr	-0.85	0.12	0.0	32.41	0.43	466	63.07	0.08	52005.5
YBL090W	MRP21	Mitochondrial Ribosomal Protein	4.6	hr	-0.75	0.14	0.08	54.12	0.48	177	72.87	0.05	20413.2
YBL091C	MAP2	Methionine AminoPeptidase	9.8	hr	-0.72	0.21	0.24	33.13	0.57	421	69.3	0.08	47508.9
YBL091C-A	SCS22	Suppressor of Choline Sensitivity	6.8	hr	-0.21	0.12	0.06	31.7	0.47	175	96.12	0.08	19681.0
YBL092W	RPL32	Ribosomal Protein of the Large subunit	9.9	hr	-0.68	0.82	0.9	43.33	0.94	130	73.96	0.06	14794.7
YBL093C	ROX3	Regulation by OXygen	3.7	hr	-1.0	0.1	0.01	52.11	0.43	220	52.08	0.09	24855.7
YBL098W	BNA4	Biosynthesis of Nicotinic Acid	13.1	hr	-0.28	0.17	0.11	39.78	0.49	460	84.11	0.1	52435.1
YBL099W	ATP1	ATP synthase	8.6	hr	-0.08	0.47	0.63	34.25	0.78	545	100.5	0.06	58614.7
YBL101C	ECM21	ExtraCellular Mutant	7.6	hr	-0.65	0.12	0.04	48.47	0.44	1117	69.78	0.07	123604.0
YBL103C	RTG3	ReTroGrade regulation	7.7	hr	-0.82	0.15	0.07	54.5	0.46	486	65.64	0.06	54123.2
YBL104C	SEA4	SEh1-Associated	14.5	hr	-0.56	0.14	0.05	39.42	0.46	1038	73.47	0.09	117621.4
YBL105C	PKC1	Protein Kinase C	10.0	hr	-0.68	0.17	0.11	47.42	0.5	1151	69.59	0.08	131473.5
YBL107C	MIX23	Mitochondrial Intermembrane space CX(n)C motif protein	13.1	hr	-0.98	0.1	-0.11	36.76	0.39	196	61.24	0.08	22966.1
YBR002C	RER2	Retention in the Endoplasmic Reticulum	9.9	hr	-0.32	0.11	0.0	38.65	0.42	286	85.04	0.08	32695.0
YBR003W	COQ1	COenzyme Q	7.7	hr	-0.25	0.14	0.09	46.08	0.47	473	94.8	0.06	52567.2
YBR006W	UGA2	Utilization of GAba	7.3	hr	-0.05	0.2	0.21	29.98	0.55	497	84.56	0.09	54186.7
YBR007C	DSF2	Deletion Suppressor of mptFive/pufFive mutation	4.7	hr	-0.91	0.12	-0.03	45.44	0.4	736	57.39	0.07	82359.3
YBR011C	IPP1	Inorganic PyroPhosphatase	10.8	hr	-0.52	0.62	0.69	23.49	0.83	287	77.44	0.1	32291.7
YBR014C	GRX7	GlutaRedoXin	2.6	hr	-0.44	0.15	0.06	41.57	0.48	203	77.21	0.07	22559.4
YBR015C	MNN2	MaNNosyltransferase	6.9	hr	-0.42	0.17	0.14	29.85	0.51	597	75.53	0.12	67766.3
YBR016W	""	""	9.5	hr	-1.47	0.11	0.09	63.29	0.48	128	22.43	0.12	14617.0
YBR017C	KAP104	KAryoPherin	12.8	hr	-0.03	0.14	0.04	42.98	0.46	918	97.64	0.09	103614.9
YBR022W	POA1	Phosphatase Of ADP-ribose 1"-phosphate	10.8	hr	-0.33	0.12	-0.04	42.64	0.4	177	81.62	0.11	19939.0
YBR023C	CHS3	CHitin Synthase-related	3.7	hr	-0.27	0.17	0.11	38.76	0.49	1165	79.35	0.1	131593.5
YBR024W	SCO2	Suppressor of Cytochrome Oxidase deficiency	6.6	hr	-0.58	0.15	0.09	50.39	0.47	301	69.92	0.13	34891.9
YBR025C	OLA1	Obg-Like ATPase	14.6	hr	-0.29	0.57	0.64	35.72	0.8	394	91.03	0.07	44174.5
YBR026C	ETR1	2-Enoyl Thioester Reductase	8.1	hr	-0.39	0.17	0.15	29.83	0.52	380	82.81	0.08	42074.3
YBR028C	YPK3	""	5.1	hr	-0.57	0.15	0.05	40.61	0.46	525	77.66	0.09	59593.0
YBR029C	CDS1	CDP-Diacylglycerol Synthase	7.3	hr	0.39	0.17	0.15	21.5	0.52	457	99.41	0.14	51832.3
YBR030W	RKM3	Ribosomal lysine (K) Methyltransferase	8.7	hr	-0.48	0.15	0.05	48.37	0.46	552	81.21	0.09	62541.0
YBR031W	RPL4A	Ribosomal Protein of the Large subunit	9.8	hr	-0.31	0.8	0.93	32.95	0.96	362	81.66	0.06	39126.9
YBR034C	HMT1	HnRNP MethylTransferase	11.9	hr	-0.38	0.27	0.29	38.11	0.6	348	79.43	0.11	39771.3
YBR035C	PDX3	PyriDoXine auxotrophy	13.7	hr	-0.87	0.24	0.32	33.38	0.62	228	61.68	0.11	26908.5
YBR037C	SCO1	Suppressor of Cytochrome Oxidase deficiency	35.8	hr	-0.36	0.11	0.03	29.07	0.43	295	76.04	0.12	33174.3
YBR038W	CHS2	CHitin Synthase	44.4	min	-0.26	0.17	0.15	43.16	0.52	963	76.99	0.12	109894.8
YBR039W	ATP3	ATP synthase	8.1	hr	-0.31	0.34	0.42	34.38	0.68	311	85.96	0.05	34360.0
YBR041W	FAT1	FATty acid transporter	9.9	hr	-0.17	0.19	0.16	35.77	0.53	669	83.79	0.13	77147.6
YBR042C	CST26	Chromosome STability	12.0	hr	-0.01	0.13	0.03	33.68	0.45	397	102.34	0.12	45529.6
YBR044C	TCM62	TriCarboxylic acid cycle Mutant	8.1	hr	-0.31	0.13	0.04	40.5	0.45	572	91.87	0.07	64267.8
YBR046C	ZTA1	ZeTA-crystallin	7.6	hr	-0.15	0.16	0.13	29.37	0.51	334	92.15	0.11	37023.9
YBR049C	REB1	RNA polymerase I Enhancer Binding protein	7.5	hr	-1.2	0.2	0.09	46.84	0.49	810	59.11	0.04	91825.5
YBR052C	RFS1	Rad55 (Fifty-five) Suppressor	9.2	hr	-0.15	0.15	0.1	27.89	0.49	210	81.24	0.11	22914.1
YBR053C	""	""	16.9	hr	-0.27	0.17	0.09	40.88	0.48	358	83.0	0.11	40277.9
YBR055C	PRP6	Pre-mRNA Processing	8.8	hr	-0.54	0.13	-0.02	42.23	0.41	899	83.79	0.09	104234.4
YBR056W	""	""	11.6	hr	-0.62	0.2	0.1	31.5	0.5	501	68.16	0.13	57812.5
YBR057C	MUM2	MUddled Meiosis	2.5	hr	-0.87	0.12	-0.02	44.06	0.42	366	60.58	0.06	41423.7
YBR058C	UBP14	UBiquitin-specific Protease	8.8	hr	-0.52	0.16	0.06	40.77	0.47	781	75.7	0.08	88601.8
YBR058C-A	TSC3	Temperature-sensitive Suppressors of Csg2 mutants	7.0	hr	0.27	0.12	-0.03	47.75	0.42	80	82.58	0.21	9581.3
YBR059C	AKL1	Ark family Kinase-Like protein	9.9	hr	-0.83	0.15	0.09	56.14	0.48	1108	62.42	0.06	123991.2
YBR060C	ORC2	Origin Recognition Complex	8.0	hr	-0.71	0.14	0.07	42.8	0.47	620	69.71	0.08	71260.2
YBR061C	TRM7	Transfer RNA Methyltransferase	15.7	hr	-0.39	0.14	0.02	44.8	0.43	310	77.74	0.09	34703.0
YBR062C	""	""	1.9	hr	-0.74	0.14	0.05	60.72	0.45	180	66.2	0.07	20581.1
YBR065C	ECM2	ExtraCellular Mutant	14.1	hr	-0.41	0.11	-0.06	42.09	0.4	364	88.43	0.06	40946.2
YBR068C	BAP2	Branched-chain Amino acid Permease	51.4	min	0.25	0.16	0.14	33.68	0.52	609	90.81	0.14	67775.0
YBR069C	TAT1	Tyrosine and tryptophan Amino acid Transporter	4.7	hr	0.25	0.15	0.15	36.15	0.51	619	95.17	0.12	68760.1
YBR072W	HSP26	Heat Shock Protein	10000.0	hr	-0.69	0.34	0.4	47.83	0.65	214	71.16	0.09	23874.8
YBR073W	RDH54	RaD54 Homolog	3.0	hr	-0.42	0.13	0.04	41.75	0.45	958	82.36	0.07	107977.7
YBR077C	SLM4	Synthetic Lethal with Mss4	8.1	hr	-0.24	0.14	0.1	30.68	0.49	162	89.04	0.09	18346.0
YBR078W	ECM33	ExtraCellular Mutant	2.1	hr	0.12	0.6	0.75	32.61	0.85	429	94.14	0.05	43761.9
YBR079C	RPG1	""	10.9	hr	-0.67	0.35	0.46	49.87	0.69	964	77.32	0.07	110332.4
YBR080C	SEC18	SECretory	12.1	hr	-0.24	0.19	0.18	37.12	0.53	758	89.08	0.07	84059.1
YBR081C	SPT7	SuPpressor of Ty's	10.2	hr	-0.91	0.15	0.01	44.13	0.45	1332	70.76	0.07	152529.2
YBR082C	UBC4	UBiquitin-Conjugating	12.7	hr	-0.31	0.31	0.38	48.11	0.64	148	78.29	0.1	16453.9
YBR084W	MIS1	MItochondrial C1-tetrahydrofolate Synthase	8.8	hr	-0.16	0.21	0.23	35.76	0.57	975	93.33	0.06	106228.6
YBR085C-A	""	""	2.5	hr	-0.41	0.18	0.1	44.45	0.49	85	80.85	0.09	9401.6
YBR086C	IST2	Increased Sodium Tolerance	13.8	hr	-0.21	0.18	0.11	36.44	0.5	946	83.9	0.1	105871.8
YBR087W	RFC5	Replication Factor C	10.0	hr	-0.06	0.15	0.06	39.8	0.46	354	107.05	0.05	39946.2
YBR088C	POL30	POLymerase	11.4	hr	0.0	0.26	0.26	27.03	0.58	258	101.66	0.08	28896.2
YBR089C-A	NHP6B	Non-Histone Protein	7.7	hr	-1.39	0.27	0.42	58.3	0.68	99	37.99	0.08	11485.2
YBR091C	TIM12	Translocase of the Inner Membrane	4.3	hr	-0.41	0.07	-0.21	50.71	0.31	109	63.64	0.09	12283.1
YBR094W	PBY1	P-BodY associated protein	10.2	hr	-0.42	0.18	0.09	35.77	0.49	753	81.52	0.11	86310.7
YBR095C	RXT2	""	8.7	hr	-0.63	0.15	0.09	60.86	0.49	430	88.59	0.05	48607.6
YBR096W	""	""	12.2	hr	-0.13	0.21	0.2	37.71	0.55	230	75.65	0.17	27098.7
YBR097W	VPS15	Vacuolar Protein Sorting	6.0	hr	-0.12	0.14	0.01	40.34	0.45	1454	95.46	0.1	166364.6
YBR101C	FES1	Factor Exchange for Ssa1p	9.6	hr	-0.24	0.16	0.11	46.0	0.49	290	103.37	0.06	32592.6
YBR102C	EXO84	EXOcyst	7.8	hr	-0.63	0.13	0.01	49.73	0.43	753	80.96	0.06	85540.9
YBR103W	SIF2	Sir4p-Interacting Factor	5.7	hr	-0.29	0.11	-0.03	28.69	0.41	535	89.86	0.08	59131.5
YBR106W	SND3	SRP-iNDependent targeting	6.5	hr	-0.17	0.53	0.69	41.04	0.82	188	80.98	0.07	21142.2
YBR108W	AIM3	Altered Inheritance rate of Mitochondria	12.2	hr	-1.16	0.11	0.06	69.35	0.45	947	46.58	0.05	103880.3
YBR109C	CMD1	CalMoDulin	10.8	hr	-0.29	0.22	0.2	43.95	0.54	147	88.98	0.05	16115.9
YBR110W	ALG1	Asparagine-Linked Glycosylation	9.9	hr	0.04	0.14	0.03	36.9	0.44	449	101.65	0.12	51938.5
YBR111C	YSA1	""	8.2	hr	-0.43	0.25	0.27	45.09	0.59	231	84.06	0.06	26085.3
YBR112C	CYC8	CYtochrome C	10.5	hr	-0.84	0.16	0.18	61.71	0.54	966	62.46	0.05	107160.9
YBR117C	TKL2	TransKetoLase	10000.0	hr	-0.35	0.17	0.21	35.19	0.54	681	76.01	0.1	75016.0
YBR119W	MUD1	Mutant U1 Die	10.9	hr	-0.67	0.11	0.02	46.45	0.43	298	86.39	0.05	34405.7
YBR120C	CBP6	Cytochrome B Protein synthesis	6.6	hr	-0.68	0.13	-0.02	32.97	0.43	162	79.43	0.07	18692.0
YBR121C	GRS1	Glycyl-tRNA Synthase	10.3	hr	-0.44	0.42	0.47	34.11	0.7	667	78.57	0.09	75325.4
YBR123C	TFC1	Transcription Factor class C	8.3	hr	-0.55	0.14	-0.01	39.67	0.43	649	76.72	0.09	73535.1
YBR125C	PTC4	Phosphatase Two C	9.7	hr	-0.39	0.13	0.07	32.09	0.48	393	77.3	0.1	44175.2
YBR126C	TPS1	Trehalose-6-Phosphate Synthase	9.0	hr	-0.22	0.19	0.24	34.37	0.57	495	85.71	0.11	56136.2
YBR126W-A	MEO1	Mini ER ORF	2.4	hr	-0.34	0.16	0.22	39.45	0.57	68	76.29	0.07	7758.1
YBR127C	VMA2	Vacuolar Membrane Atpase	9.6	hr	-0.38	0.39	0.51	33.49	0.72	517	84.09	0.08	57728.7
YBR130C	SHE3	Swi5p-dependent HO Expression	9.2	hr	-0.91	0.15	0.05	51.86	0.45	425	74.58	0.03	47421.4
YBR133C	HSL7	Histone Synthetic Lethal	4.9	hr	-0.37	0.13	0.08	48.16	0.47	827	87.42	0.1	95139.2
YBR136W	MEC1	Mitosis Entry Checkpoint	7.5	hr	-0.22	0.14	0.03	38.77	0.45	2368	93.44	0.11	273363.7
YBR137W	""	""	9.7	hr	-0.38	0.16	0.07	51.61	0.47	179	74.75	0.11	20448.4
YBR139W	ATG42	AuTophaGy	8.2	hr	-0.33	0.15	0.07	40.5	0.46	508	73.28	0.13	57621.4
